Date,Open,High,Low,Close,Volume
2025-01-15,19350.310546875,19548.900390625,19299.3203125,19511.23046875,7260250000
2025-01-16,19573.869140625,19579.849609375,19335.6796875,19338.2890625,7085990000
2025-01-17,19655.55078125,19709.640625,19543.3203125,19630.19921875,7996360000
2025-01-21,19734.390625,19789.630859375,19551.169921875,19756.779296875,8015780000
2025-01-22,19903.05078125,20068.51953125,19903.05078125,20009.33984375,7219060000
2025-01-23,19906.990234375,20053.6796875,19892.55078125,20053.6796875,6837700000
2025-01-24,20087.109375,20118.609375,19897.130859375,19954.30078125,7708150000
2025-01-27,19234.0390625,19514.349609375,19204.94921875,19341.830078125,8870200000
2025-01-28,19418.220703125,19759.4296875,19294.619140625,19733.58984375,7121740000
2025-01-29,19695.6796875,19699.8203125,19479.509765625,19632.3203125,6497710000
2025-01-30,19697.529296875,19785.7890625,19483.830078125,19681.75,6679500000
2025-01-31,19832.330078125,19969.169921875,19575.2109375,19627.439453125,7947370000
2025-02-03,19215.380859375,19502.130859375,19141.150390625,19391.9609375,8272460000
2025-02-04,19422.169921875,19666.439453125,19408.1796875,19654.01953125,6477050000
2025-02-05,19533.05078125,19696.939453125,19498.900390625,19692.330078125,6712220000
2025-02-06,19725.830078125,19793.359375,19654.109375,19791.990234375,6642100000
2025-02-07,19774.869140625,19862.5390625,19489.359375,19523.400390625,7748940000
2025-02-10,19668.1796875,19772.0390625,19650.7890625,19714.26953125,9535440000
2025-02-11,19602.109375,19731.9296875,19579.76953125,19643.859375,9269380000
2025-02-12,19436.509765625,19682.509765625,19415.48046875,19649.94921875,7946550000
2025-02-13,19696.919921875,19952.169921875,19675.869140625,19945.640625,8414510000
2025-02-14,19956.8203125,20045.759765625,19932.150390625,20026.76953125,7995720000
2025-02-18,20090.55078125,20110.119140625,19909.740234375,20041.259765625,8683170000
2025-02-19,19994.5,20099.390625,19928.890625,20056.25,8171530000
2025-02-20,20029.189453125,20041.150390625,19795.01953125,19962.359375,7329270000
2025-02-21,20006.689453125,20016.66015625,19510.91015625,19524.009765625,8461020000
2025-02-24,19590.849609375,19644.23046875,19275.4609375,19286.9296875,7414760000
2025-02-25,19242.609375,19256.349609375,18871.51953125,19026.390625,7991440000
2025-02-26,19109.3203125,19286.01953125,18966.4609375,19075.259765625,7034450000
2025-02-27,19212.359375,19242.689453125,18535.220703125,18544.419921875,7700290000
2025-02-28,18477.169921875,18861.330078125,18372.990234375,18847.279296875,8247520000
2025-03-03,18923.359375,18992.30078125,18216.630859375,18350.189453125,8170140000
2025-03-04,18176.4296875,18589.490234375,17956.599609375,18285.16015625,8469180000
2025-03-05,18312.970703125,18604.470703125,18144.73046875,18552.73046875,7048430000
2025-03-06,18204.529296875,18439.240234375,17980.390625,18069.259765625,7686200000
2025-03-07,18029.849609375,18243.580078125,17768.58984375,18196.220703125,8135420000
2025-03-10,17840.3203125,17868.080078125,17291.8203125,17468.3203125,8636040000
